"participantId" "activity" "TimeBodyAccelorometer-MeanValueX-coordinate" "TimeBodyAccelorometer-MeanValueY-coordinate" "TimeBodyAccelorometer-MeanValueZ-coordinate" "TimeGravityAccelorometer-MeanValueX-coordinate" "TimeGravityAccelorometer-MeanValueY-coordinate" "TimeGravityAccelorometer-MeanValueZ-coordinate" "TimeBodyAccelorometerShakeMeanValueX-coordinate" "TimeBodyAccelorometerShakeMeanValueY-coordinate" "TimeBodyAccelorometerShakeMeanValueZ-coordinate" "TimeBodyGyroscope-MeanValueX-coordinate" "TimeBodyGyroscope-MeanValueY-coordinate" "TimeBodyGyroscope-MeanValueZ-coordinate" "TimeBodyGyroscopeShakeMeanValueX-coordinate" "TimeBodyGyroscopeShakeMeanValueY-coordinate" "TimeBodyGyroscopeShakeMeanValueZ-coordinate" "TimeBodyAccelorometerMagnitude-MeanValue" "TimeGravityAccelorometerMagnitude-MeanValue" "TimeBodyAccelorometerJerkMagnitude-MeanValue" "TimeBodyGyroscopeMagnitude-MeanValue" "TimeBodyGyroscopeJerkMagnitude-MeanValue" "TransformsBodyAccelorometer-MeanValueX-coordinate" "TransformsBodyAccelorometer-MeanValueY-coordinate" "TransformsBodyAccelorometer-MeanValueZ-coordinate" "TransformsBodyAccelorometerShakeMeanValueX-coordinate" "TransformsBodyAccelorometerShakeMeanValueY-coordinate" "TransformsBodyAccelorometerShakeMeanValueZ-coordinate" "TransformsBodyGyroscope-MeanValueX-coordinate" "TransformsBodyGyroscope-MeanValueY-coordinate" "TransformsBodyGyroscope-MeanValueZ-coordinate" "TransformsBodyAccelorometerMagnitude-MeanValue" "TransformsBodyAccelorometerJerkMagnitude-MeanValue" "TransformsBodyGyroscopeMagnitude-MeanValue" "TransformsBodyGyroscopeJerkMagnitude-MeanValue" "TransformsBodyAccelorometer-WeightedAverageOfFrequencyX-coordinate" "TransformsBodyAccelorometer-WeightedAverageOfFrequencyY-coordinate" "TransformsBodyAccelorometer-WeightedAverageOfFrequencyZ-coordinate" "TransformsBodyAccelorometerShakeWeightedAverageOfFrequencyX-coordinate" "TransformsBodyAccelorometerShakeWeightedAverageOfFrequencyY-coordinate" "TransformsBodyAccelorometerShakeWeightedAverageOfFrequencyZ-coordinate" "TransformsBodyGyroscope-WeightedAverageOfFrequencyX-coordinate" "TransformsBodyGyroscope-WeightedAverageOfFrequencyY-coordinate" "TransformsBodyGyroscope-WeightedAverageOfFrequencyZ-coordinate" "TransformsBodyAccelorometerMagnitude-WeightedAverageOfFrequency" "TransformsBodyAccelorometerJerkMagnitude-WeightedAverageOfFrequency" "TransformsBodyGyroscopeMagnitude-WeightedAverageOfFrequency" "TransformsBodyGyroscopeJerkMagnitude-WeightedAverageOfFrequency" "TimeBodyAccelorometer-StandardDeviationX-coordinate" "TimeBodyAccelorometer-StandardDeviationY-coordinate" "TimeBodyAccelorometer-StandardDeviationZ-coordinate" "TimeGravityAccelorometer-StandardDeviationX-coordinate" "TimeGravityAccelorometer-StandardDeviationY-coordinate" "TimeGravityAccelorometer-StandardDeviationZ-coordinate" "TimeBodyAccelorometerShakeStandardDeviationX-coordinate" "TimeBodyAccelorometerShakeStandardDeviationY-coordinate" "TimeBodyAccelorometerShakeStandardDeviationZ-coordinate" "TimeBodyGyroscope-StandardDeviationX-coordinate" "TimeBodyGyroscope-StandardDeviationY-coordinate" "TimeBodyGyroscope-StandardDeviationZ-coordinate" "TimeBodyGyroscopeShakeStandardDeviationX-coordinate" "TimeBodyGyroscopeShakeStandardDeviationY-coordinate" "TimeBodyGyroscopeShakeStandardDeviationZ-coordinate" "TimeBodyAccelorometerMagnitude-StandardDeviation" "TimeGravityAccelorometerMagnitude-StandardDeviation" "TimeBodyAccelorometerJerkMagnitude-StandardDeviation" "TimeBodyGyroscopeMagnitude-StandardDeviation" "TimeBodyGyroscopeJerkMagnitude-StandardDeviation" "TransformsBodyAccelorometer-StandardDeviationX-coordinate" "TransformsBodyAccelorometer-StandardDeviationY-coordinate" "TransformsBodyAccelorometer-StandardDeviationZ-coordinate" "TransformsBodyAccelorometerShakeStandardDeviationX-coordinate" "TransformsBodyAccelorometerShakeStandardDeviationY-coordinate" "TransformsBodyAccelorometerShakeStandardDeviationZ-coordinate" "TransformsBodyGyroscope-StandardDeviationX-coordinate" "TransformsBodyGyroscope-StandardDeviationY-coordinate" "TransformsBodyGyroscope-StandardDeviationZ-coordinate" "TransformsBodyAccelorometerMagnitude-StandardDeviation" "TransformsBodyAccelorometerJerkMagnitude-StandardDeviation" "TransformsBodyGyroscopeMagnitude-StandardDeviation" "TransformsBodyGyroscopeJerkMagnitude-StandardDeviation"
1 "LAYING" 0.22159824394 -0.0405139534294 -0.11320355358 -0.24888179828 0.70554977346 0.4458177198 0.0810865342 0.0038382040088 0.010834236361 -0.016553093978 -0.064486124088 0.14868943626 -0.107270949192 -0.04151728689 -0.0740501211 -0.8419291525 -0.8419291525 -0.9543962646 -0.874759548 -0.96346103 -0.9390990524 -0.86706520518 -0.8826668762 -0.9570738838 -0.9224626098 -0.9480609042 -0.850249174586 -0.9521914948 -0.909302721 -0.8617676481 -0.9333003608 -0.8621901854 -0.9423669466 -0.158792670508 0.097534841586 0.08943765522 0.132419092398 0.024513618956 0.02438794528 -0.003546795856 -0.091529130882 0.01045812566 0.08640856294 0.26639115416 -0.1397750127 0.17648590708 -0.9280564692 -0.83682740562 -0.826061401628 -0.8968300184 -0.90772000676 -0.85236629022 -0.958482112 -0.9241492736 -0.9548551108 -0.87354386782 -0.9510904402 -0.9082846626 -0.9186085208 -0.9679072436 -0.9577901596 -0.79514486386 -0.79514486386 -0.9282456284 -0.81901016976 -0.9358409828 -0.9244374346 -0.8336255561 -0.81289155944 -0.9641607086 -0.9322178704 -0.9605869872 -0.8822964508 -0.9512320494 -0.9165825082 -0.7983009404 -0.9218039756 -0.82431943968 -0.9326606676
1 "SITTING" 0.261237565425532 -0.00130828765170213 -0.104544182255319 0.831509933404255 0.204411592680851 0.332043702765957 0.0774825199574468 -0.000619102785106384 -0.00336779235021277 -0.045350056512766 -0.0919241549361702 0.0629313811914894 -0.0936793807234043 -0.0402118124255319 -0.046702627 -0.948536786170213 -0.948536786170213 -0.987364195531915 -0.93089249 -0.991976341276596 -0.979641238723404 -0.944084550425532 -0.959184889148936 -0.986597022553191 -0.981579467021277 -0.986053092340425 -0.976161464042553 -0.975838585319149 -0.951315544468085 -0.947782922553192 -0.985262126808511 -0.958435589361702 -0.989797547234043 -0.0495135975489362 0.0759460768510638 0.238829870148936 0.256610823568085 0.0475437839595745 0.0923920032553192 0.189153021260851 0.0631270669787234 -0.0297839207446809 0.236655011680851 0.351852201957447 -0.000262186717021277 0.184775928085106 -0.977229008297872 -0.922618641914894 -0.93958629106383 -0.968457145744681 -0.935517055957447 -0.949040933191489 -0.986430711276596 -0.981371965319149 -0.987910804468085 -0.977211283191489 -0.966473895319149 -0.941425920851064 -0.99173159212766 -0.989518068510638 -0.987935806382979 -0.927078418723404 -0.927078418723404 -0.984120024042553 -0.934531840425532 -0.988308728510638 -0.976412313191489 -0.917275006382979 -0.934469558085106 -0.987492994468085 -0.982513909574468 -0.988339184893617 -0.977904227021277 -0.962345042553192 -0.94391784106383 -0.928444801702128 -0.981606177446808 -0.932198374893617 -0.987049617234043
1 "STANDING" 0.278917629056604 -0.0161375901037736 -0.110601817735849 0.942952000377358 -0.272983832264151 0.0134905823226415 0.0753766542264151 0.00797573092830189 -0.00368524954709434 -0.0239877347979245 -0.0593972209811321 0.074800751 -0.0996092129056604 -0.0440627877924528 -0.0489505466716981 -0.984278207358491 -0.984278207358491 -0.992367790566038 -0.976493792830189 -0.994966790566038 -0.995249932641509 -0.977070847735849 -0.985297098679245 -0.994630797358491 -0.985418704528302 -0.990752166037736 -0.986386786037736 -0.988984455849057 -0.980773122830189 -0.985356361132075 -0.99254247754717 -0.984617623396226 -0.994815376981132 0.0865153619088679 0.117478948718868 0.244858585792453 0.314182940150943 0.0391618954943396 0.138581478749057 -0.120293020603774 -0.0447191978169811 0.100607635139623 0.284555290773585 0.422220102264151 -0.0286057725328302 0.334498734301887 -0.995759901509434 -0.973190056415094 -0.979775876981132 -0.99376298509434 -0.981225957924528 -0.976324063584906 -0.994604542264151 -0.98564873245283 -0.992251177358491 -0.987191946603774 -0.98773444 -0.980645626981132 -0.992945106981132 -0.995137917358491 -0.992108467169811 -0.981942928867925 -0.981942928867925 -0.993096209433962 -0.978690028679245 -0.994733238679245 -0.99602834509434 -0.972293102075472 -0.977937259622642 -0.995073759245283 -0.987018226792453 -0.992349818113208 -0.987497128679245 -0.987107727735849 -0.98234533 -0.982313804716981 -0.992536003396226 -0.978466072075472 -0.994671123207547
1 "WALKING" 0.277330758736842 -0.0173838185273684 -0.111148103547368 0.935223201473684 -0.282165021263158 -0.068102864 0.0740416333157895 0.0282721095884211 -0.00416840617789474 -0.041830963526 -0.0695300462115789 0.0849448173042105 -0.0899975423705263 -0.0398428709463158 -0.0461309295021053 -0.136971176556842 -0.136971176556842 -0.141428809031579 -0.160979552536842 -0.298703679084211 -0.202794306326316 0.0897127264021053 -0.331560117789474 -0.170546964549579 -0.0352255241130632 -0.468999224631579 -0.339032197115789 -0.103059416434737 -0.255940940315789 -0.128623450629474 -0.0571194000343158 -0.199252568986316 -0.319308593778947 -0.207548374494737 0.113093646103158 0.0497265196172632 -0.209261973376842 -0.386237143210526 -0.185530281244211 0.0147844986621053 -0.0657746190010526 0.00077332156431579 0.1906437244 0.0938221807027368 0.268844367525895 0.190663448793684 -0.283740258842105 0.114461336747368 -0.260027902210526 -0.976609642526316 -0.971305961473684 -0.947717226105263 -0.113615602435789 0.0670025007684211 -0.502699788526316 -0.473535485894737 -0.0546077686594737 -0.344266629473684 -0.207421854757895 -0.304468510631579 -0.404255452631579 -0.219688645631579 -0.219688645631579 -0.0744717500625263 -0.186978364526316 -0.325324878894737 -0.319134719578947 0.056040006846 -0.279686751494737 -0.133586606326316 0.106739857136 -0.534713440421053 -0.516691938736842 -0.0335081597884211 -0.436562227473684 -0.398032586842105 -0.103492403002105 -0.321017953894737 -0.381601911789474
1 "WALKING_DOWNSTAIRS" 0.289188320408163 -0.00991850461020408 -0.107566190908163 0.931874418979592 -0.266610338979592 -0.0621199585938775 0.0541553164897959 0.0296504490408163 -0.0109719730183673 -0.0350781902989796 -0.0909371290204082 0.0900850142030612 -0.0739592036271429 -0.0439902783367347 -0.0270461061061224 0.0271882914106122 0.0271882914106122 -0.0894474807979592 -0.0757412543673469 -0.295463843346939 0.0382291831510204 0.00154990783591837 -0.225574471693878 -0.0276638676122449 -0.12866715764898 -0.288334735714286 -0.352449631363265 -0.0557022524693878 -0.0318694271979592 0.0965845343040816 0.0262184949326531 -0.185720285744898 -0.281963359177551 -0.307395198687755 0.0632200839346939 0.294322700810612 -0.253164344918367 -0.33758970122449 0.00937223889183673 -0.100453729040816 0.0825511487183673 -0.0756762067714286 0.119187142767959 0.0764915474326531 0.349613895469388 0.190000706165102 0.0300353383483878 -0.0319359434489796 -0.230434213204082 -0.950559811632653 -0.937018658979592 -0.895939695102041 -0.012283860544898 -0.101601390640816 -0.345735032326531 -0.458030542938775 -0.126349194938775 -0.124702454242857 -0.487027342244898 -0.238824827530612 -0.268761480242857 0.0198843506265306 0.0198843506265306 -0.0257877197081633 -0.225724368061224 -0.306510645530612 0.0243308391387755 -0.112963739953061 -0.297927894693878 -0.0863278966402041 -0.134580008877551 -0.401721464285714 -0.495422486102041 -0.181414728657143 -0.238443565306122 -0.186530301073469 -0.104052260726531 -0.398350390122449 -0.391919876612245
1 "WALKING_UPSTAIRS" 0.255461689622641 -0.0239531492643396 -0.0973020020943396 0.89335109754717 -0.362153364339623 -0.075402939754717 0.101372729922642 0.0194863076188679 -0.0455625449113208 0.050549379754717 -0.166170015088679 0.0583595463981132 -0.122232768011321 -0.0421485884509434 -0.0407125527654717 -0.129927630735849 -0.129927630735849 -0.466503446226415 -0.126735589969811 -0.59488286509434 -0.404321784150943 -0.190976720811321 -0.433349702075472 -0.479875245660377 -0.41344458754717 -0.685474353962264 -0.492611667924528 -0.319474609056604 -0.453597213018868 -0.352395944716981 -0.44265216245283 -0.325961457396226 -0.634665082075472 -0.418735000377359 -0.160697213516981 -0.520114793584906 -0.377023128301887 -0.509495531698113 -0.551104284150943 -0.187450247737736 -0.473574786603774 -0.133373904258491 -0.0977433496415094 0.085352409154717 -0.219303376110566 0.114277342454717 -0.35470802509434 -0.00232026501698113 -0.0194792388471698 -0.956367027924528 -0.952849233207547 -0.912379410377358 -0.446843887735849 -0.378274426037736 -0.706593530943396 -0.544871104528302 0.00410518379811321 -0.50716867490566 -0.614786508490566 -0.601696656226415 -0.606332002264151 -0.324970929245283 -0.324970929245283 -0.478991622075472 -0.14861931805283 -0.648553044339623 -0.337428188679245 0.0217695106566038 0.0859565543849057 -0.461907025849057 -0.381777065283019 -0.726040200754717 -0.565892490754717 0.151538905566038 -0.57170784 -0.416260101509434 -0.533059853773585 -0.182985518264151 -0.693930521509434
2 "LAYING" 0.273916192291667 -0.0168671199547708 -0.113860650229167 0.909839331458333 -0.161113236875 -0.221516895625 0.0741282558789583 0.00543405534375 -0.047188476875 -0.0265608714104167 -0.0839661744791667 0.0740416587135417 -0.1036522747625 -0.0288320599916667 -0.0821625764416667 -0.034968998075 -0.034968998075 -0.0801306206541667 -0.072240002225625 -0.174574168814583 -0.163243401735417 -0.0402095225333333 0.0618929380333333 -0.186544818791667 -0.165559487316667 -0.0841547863083333 -0.351653847541667 0.0322174038479167 -0.161778655404167 -0.0557583025416667 -0.0142322783333333 -0.0572263662125 -0.0950245567958333 -0.24947534096875 0.0269960618333333 0.0796250961708333 -0.225057571041667 -0.201390798202083 -0.283791005783333 -0.01322041374375 0.0972960649375 -0.20884038755625 0.2171052424375 0.212589275529167 0.3538090711125 0.201179644020833 -0.226600029627083 -0.0314524311125 0.13688188756875 -0.963513306875 -0.949369893541667 -0.927299458125 -0.149678113585417 -0.14082933825 -0.121226710718958 -0.504605509791667 0.037837689125 -0.11585257683125 -0.413579746458333 0.0066293835 -0.423359700625 -0.1634262130975 -0.1634262130975 -0.04812235355625 -0.0763365097145833 -0.0416948952916667 -0.255034493166667 -0.09129421602 0.0841207196791667 -0.190796437583333 -0.17631512805 -0.1608005594625 -0.554775622708333 0.0288434794270833 -0.184112086604167 -0.362839080172917 -0.103990542125 -0.259158329958333 -0.0503883792916667
2 "SITTING" 0.270837222847826 -0.0222275607932609 -0.117500395258696 0.435830511304348 0.0594568513043478 0.24996296573913 0.0901638235652174 0.0192264323630435 0.00282514358173913 -0.00444687383695652 -0.100323696171739 0.0811475009521739 -0.0729195013521739 -0.0424564904913043 -0.0535071973956522 -0.392017010654348 -0.392017010654348 -0.418179556447826 -0.352452507256304 -0.403238699615217 -0.466307784334783 -0.393103458543478 -0.290808524326087 -0.484171816282609 -0.475883500108696 -0.397501855256522 -0.567702131956522 -0.217367551991304 -0.497603972791304 -0.328437775452174 -0.326912006021739 -0.224362758182609 -0.294086742878261 -0.398608451086957 -0.024364104518587 0.110227249745652 -0.085249616 -0.153432739630435 -0.151871146108696 -0.0139813369771739 -0.0687426981956522 0.0872621259130435 0.0782748902565217 0.149641760745652 0.183637392869565 0.140851572808696 -0.496135901313043 -0.395505806641304 -0.258749134971739 -0.950199646956522 -0.95477072173913 -0.927882935434783 -0.462625738543478 -0.445704980293478 -0.411415702636957 -0.66279347173913 -0.207593708869565 -0.525952222652174 -0.610552779782609 -0.241028710221739 -0.621075831086957 -0.39656449023913 -0.39656449023913 -0.34156943853913 -0.245358025891304 -0.266158860124783 -0.509667714021739 -0.436378038652174 -0.301164168763043 -0.488816694978261 -0.451260577304348 -0.426298858471739 -0.694101546956522 -0.208976365530435 -0.580589235019565 -0.534019968586957 -0.366519398843478 -0.398339780691304 -0.282640441904348
2 "STANDING" 0.271700146 -0.0182942414796481 -0.108117648 0.100365180925926 0.226944480092593 0.516800052388889 0.0931167111111111 0.0152780910535185 -0.00335958551648148 -0.0451024958074074 -0.0725584026740741 0.108767331172222 -0.089544365 -0.0463777112462963 -0.0762127726588889 -0.667791607611111 -0.667791607611111 -0.675959346494444 -0.633864982555556 -0.639492129159259 -0.738759451111111 -0.675277444018519 -0.611169757548148 -0.754220800740741 -0.71376919687037 -0.664302672722222 -0.764301578333333 -0.562432478185185 -0.725396514925926 -0.674968358372222 -0.662156717207407 -0.568160057853704 -0.602493155851852 -0.422836503862963 0.102976144201852 0.22917305137037 0.00578855300185185 -0.0561018525905556 0.0114594566111111 0.0784777517111111 -0.103999669416667 0.19099025625 0.0727078967296296 0.27930690087037 0.181411776142593 0.181907526009259 -0.740143851851852 -0.687714389442593 -0.578370587462963 -0.968218472777778 -0.982078214074074 -0.963147652592593 -0.737261217962963 -0.684345997185185 -0.653492121616667 -0.820003918148148 -0.53077158762963 -0.736274244814815 -0.770157298518519 -0.542576961222222 -0.779472807777778 -0.706596699259259 -0.706596699259259 -0.662745279348148 -0.571211220127778 -0.564620578338889 -0.741788584444444 -0.715136418722222 -0.594049016481481 -0.743078297592593 -0.673736288411111 -0.644103802211111 -0.838143662962963 -0.516847728759259 -0.764346030555556 -0.772996996851852 -0.665266946342593 -0.649952579238889 -0.548558109807407
2 "WALKING" 0.282941948111864 -0.0241036084011864 -0.106110787879661 0.912090913389831 -0.124676412779661 -0.212456082813559 0.0702619810932203 0.0439518947101695 0.0200024962457627 -0.0209788570525424 -0.083895094609322 0.0692318222745763 -0.105655911864407 -0.0561845751084746 -0.0482636908474576 -0.141981890455932 -0.141981890455932 -0.215168152154237 -0.2197396204 -0.33629332009322 -0.144991257788136 -0.176049075549153 -0.0606005319491525 -0.168531188920339 -0.32991701348983 -0.196980487898305 -0.416409560711864 -0.0724468696101695 -0.332436822125424 -0.0506191012033898 -0.0940571389322034 -0.202895899054237 -0.275832835674576 -0.16140295279661 0.00764292532542373 0.0656870322627119 -0.103186492271186 -0.202729178592712 -0.208788397450847 -0.0309879349355932 -0.0148474905813559 -0.134868673689831 0.114098456835593 0.0835357625242373 0.2505527818 0.235243765711864 -0.241388933223729 -0.145411136717627 -0.0583233098 -0.954304534237288 -0.943503474576271 -0.916246486949153 -0.176154220440678 -0.340866209225424 -0.28725633470339 -0.567926723050847 -0.141479528677966 -0.350007036464407 -0.50820850338983 -0.227125715259322 -0.543024633898305 -0.129497369745763 -0.129497369745763 -0.130370067610169 -0.262664370213559 -0.299586674474576 -0.285264396227119 -0.184385312005593 -0.137970355966102 -0.263487313659322 -0.404986579932203 -0.379191323449153 -0.617581027830508 -0.195323189033898 -0.417194651408475 -0.313923910374576 -0.185262781711864 -0.447154636154237 -0.384289557288136
